what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1488995137678
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1488995137678
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1488995137678
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1488995137679
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1488995137680
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1488995137681
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1488995137681
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1488995137682
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1488995137682
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1488995137683
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1488995137684
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1488995137684
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1488995137685
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1488995137685
started,bundle,com.altera.sbtgui.integration,12.1.1.243,"com.altera.sbtgui.integration",1488995137686
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1488995137686
started,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1488995137687
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1488995137687
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1488995137688
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1488995137688
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1488995137688
os,sysinfo,,,"linux",1488995137691
arch,sysinfo,,,"x86",1488995137691
ws,sysinfo,,,"gtk",1488995137691
locale,sysinfo,,,"en_US",1488995137691
processors,sysinfo,,,"8",1488995137691
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1488995137691
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1488995137691
java.specification.name,sysinfo,,,"Java Platform API Specification",1488995137691
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1488995137691
java.specification.version,sysinfo,,,"1.6",1488995137691
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1488995137691
java.version,sysinfo,,,"1.6.0_23",1488995137691
java.vm.info,sysinfo,,,"mixed mode",1488995137692
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1488995137692
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1488995137692
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1488995137692
java.vm.specification.version,sysinfo,,,"1.0",1488995137692
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1488995137692
java.vm.version,sysinfo,,,"19.0-b09",1488995137692
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1488995138122
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1488995138460
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1488995138502
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1488995139799
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1488995141336
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1488995141340
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1488995141343
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1488995141343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1488995141391
